Penguin Capitalist - Historical Backtest Log
  CarefulTrendPenguin: BUY 1 MSTR @ $128.63
  CarefulTrendPenguin: BUY 1 GLD @ $464.17
  Moving Average Crossover: SELL 1 BE @ $155.67
  RandomPenguin: SELL 1 NVDA @ $186.69
  RandomPenguin: SELL 1 AMD @ $201.23
  RandomPenguin: BUY 1 MSFT @ $397.30
  RandomPenguin: BUY 1 NVO @ $47.74
  RandomPenguin: BUY 1 SLV @ $73.30
  RandomPenguin2: BUY 1 PLTR @ $133.70
  RandomPenguin2: SELL 1 AMD @ $201.23
  RandomPenguin2: BUY 1 BE @ $155.99
  RandomPenguin2: BUY 1 MSTR @ $128.63
  RandomPenguin2: BUY 1 TSLA @ $409.39
  RandomPenguin2: BUY 1 NVO @ $47.74
  RandomPenguin2: BUY 1 GLD @ $464.17
  RandomPenguin2: BUY 1 SLV @ $73.30
  TrendPenguin: BUY 1 NVDA @ $187.07
  TrendPenguin: SELL 1 MSTR @ $128.37
  TrendPenguin: BUY 1 MSFT @ $397.30
  Volatility Breakout: SELL 1 MSTR @ $128.37
  Volatility Breakout: SELL 1 NVO @ $47.64
  Volatility Breakout: BUY 1 GLD @ $464.17

Bar 70:
  BreakoutPenguin: SELL 1 NVDA @ $186.56
  BreakoutPenguin: BUY 1 AAPL @ $259.51
  BreakoutPenguin: BUY 1 NVO @ $47.76
  CarefulTrendPenguin: BUY 1 GLD @ $464.24
  MeanReversionPenguin: BUY 1 BE @ $155.76
  Moving Average Crossover: BUY 1 GLD @ $464.24
  Moving Average Crossover: BUY 1 SLV @ $73.26
  RandomPenguin: SELL 1 NVDA @ $186.56
  RandomPenguin: SELL 1 AAPL @ $258.99
  RandomPenguin: SELL 1 AMD @ $201.30
  RandomPenguin: BUY 1 BE @ $155.76
  RandomPenguin: SELL 1 MSTR @ $128.34
  RandomPenguin: SELL 1 MSFT @ $396.29
  RandomPenguin: SELL 1 NVO @ $47.67
  RandomPenguin: SELL 1 SLV @ $73.12
  RandomPenguin2: SELL 1 NVDA @ $186.56
  RandomPenguin2: BUY 1 PLTR @ $133.59
  RandomPenguin2: BUY 1 AMD @ $201.70
  RandomPenguin2: SELL 1 NVO @ $47.67
  RandomPenguin2: BUY 1 SLV @ $73.26
  RSI Mean Reversion: BUY 1 BE @ $155.76
  TrendPenguin: SELL 1 NVDA @ $186.56
  TrendPenguin: SELL 1 AAPL @ $258.99
  TrendPenguin: BUY 1 AMD @ $201.70
  TrendPenguin: SELL 1 MSTR @ $128.34
  TrendPenguin: SELL 1 MSFT @ $396.29
  TrendPenguin: SELL 1 TSLA @ $408.27
  TrendPenguin: BUY 1 NVO @ $47.76
  TrendPenguin: BUY 1 GLD @ $464.24
  TrendPenguin: SELL 1 SLV @ $73.12
  TrendPenguin: SELL 1 COPX @ $85.71
  Volatility Breakout: SELL 1 AAPL @ $258.99
  Volatility Breakout: SELL 1 BE @ $155.44
  Volatility Breakout: SELL 1 MSFT @ $396.29
  Volatility Breakout: BUY 1 NVO @ $47.76

Bar 71:
  BreakoutPenguin: BUY 1 NVO @ $47.75
  BreakoutPenguin: SELL 1 GLD @ $463.10
  CarefulTrendPenguin: SELL 3 MSTR @ $128.19
  CarefulTrendPenguin: BUY 1 GLD @ $464.02
  Moving Average Crossover: SELL 1 MSTR @ $128.19
  RandomPenguin: SELL 1 NVDA @ $186.56
  RandomPenguin: BUY 1 PLTR @ $133.53
  RandomPenguin: BUY 1 AMD @ $201.58
  RandomPenguin: BUY 1 MSTR @ $128.45
  RandomPenguin: SELL 1 SLV @ $73.10
  RandomPenguin2: SELL 1 NVDA @ $186.56
  RandomPenguin2: SELL 1 PLTR @ $133.27
  RandomPenguin2: BUY 1 MSTR @ $128.45
  RandomPenguin2: BUY 1 NVO @ $47.75
  TrendPenguin: SELL 1 AMD @ $201.18
  TrendPenguin: SELL 1 MSTR @ $128.19
  TrendPenguin: BUY 1 TSLA @ $409.31
  TrendPenguin: SELL 1 NVO @ $47.65
  TrendPenguin: SELL 1 GLD @ $463.10
  TrendPenguin: SELL 1 SLV @ $73.10
  Volatility Breakout: BUY 1 MSFT @ $397.02
  Volatility Breakout: SELL 1 NVO @ $47.65
  Volatility Breakout: SELL 1 GLD @ $463.10
  Volatility Breakout: SELL 1 SLV @ $73.10

Bar 72:
  BreakoutPenguin: BUY 1 AAPL @ $259.45
  BreakoutPenguin: SELL 1 GLD @ $463.04
  Moving Average Crossover: SELL 1 SLV @ $73.08
  RandomPenguin: SELL 1 NVDA @ $186.54
  RandomPenguin: SELL 1 PLTR @ $133.32
  RandomPenguin: SELL 1 BE @ $155.43
  RandomPenguin: BUY 1 MP @ $57.98
  RandomPenguin: SELL 1 MSTR @ $128.09
  RandomPenguin: BUY 1 MSFT @ $396.98
  RandomPenguin2: SELL 1 NVDA @ $186.54
  RandomPenguin2: BUY 1 PLTR @ $133.58
  RandomPenguin2: BUY 1 BE @ $155.75
  RandomPenguin2: SELL 1 TSLA @ $408.34
  TrendPenguin: SELL 1 NVDA @ $186.54
  TrendPenguin: SELL 1 AAPL @ $258.93
  TrendPenguin: BUY 1 PLTR @ $133.58
  TrendPenguin: BUY 1 AMD @ $201.68
  TrendPenguin: SELL 1 MP @ $57.86
  TrendPenguin: SELL 1 MSTR @ $128.09
  TrendPenguin: SELL 1 TSLA @ $408.34
  TrendPenguin: SELL 1 GLD @ $463.04
  TrendPenguin: SELL 1 SLV @ $73.08
  Volatility Breakout: SELL 1 MSFT @ $396.18
  Volatility Breakout: BUY 1 GLD @ $463.96

Bar 73:
  BreakoutPenguin: SELL 1 AAPL @ $258.78
  BreakoutPenguin: BUY 1 NVO @ $47.77
  BreakoutPenguin: SELL 1 GLD @ $462.66
  BreakoutPenguin: SELL 1 SLV @ $73.05
  BreakoutPenguin: SELL 1 GDXJ @ $138.72
  CarefulTrendPenguin: SELL 3 GLD @ $462.66
  MeanReversionPenguin: BUY 1 PLTR @ $133.48
  MeanReversionPenguin: BUY 1 GDXJ @ $139.00
  Moving Average Crossover: SELL 1 AAPL @ $258.78
  Moving Average Crossover: SELL 1 AMD @ $201.22
  Moving Average Crossover: SELL 1 MSFT @ $396.07
  RandomPenguin: BUY 1 BE @ $155.66
  RandomPenguin: BUY 1 MP @ $57.90
  RandomPenguin: BUY 1 MSTR @ $128.48
  RandomPenguin: SELL 1 MSFT @ $396.07
  RandomPenguin: BUY 1 TSLA @ $409.01
  RandomPenguin: SELL 1 NVO @ $47.67
  RandomPenguin: BUY 1 SLV @ $73.19
  RandomPenguin2: SELL 1 BE @ $155.34
  RandomPenguin2: BUY 1 MP @ $57.90
  RandomPenguin2: SELL 1 MSTR @ $128.22
  RandomPenguin2: BUY 1 MSFT @ $396.86
  RSI Mean Reversion: BUY 1 GDXJ @ $139.00
  TrendPenguin: BUY 1 NVDA @ $186.95
  TrendPenguin: SELL 1 AAPL @ $258.78
  TrendPenguin: SELL 1 PLTR @ $133.22
  TrendPenguin: SELL 1 AMD @ $201.22
  TrendPenguin: SELL 1 MP @ $57.78
  TrendPenguin: BUY 1 MSTR @ $128.48
  TrendPenguin: BUY 1 NVO @ $47.77
  TrendPenguin: SELL 1 SLV @ $73.05
  TrendPenguin: BUY 1 GDXJ @ $139.00
  Volatility Breakout: SELL 1 MP @ $57.78
  Volatility Breakout: BUY 1 NVO @ $47.77
  Volatility Breakout: SELL 1 GLD @ $462.66

Bar 74:
  BreakoutPenguin: SELL 1 AAPL @ $258.74
  BreakoutPenguin: BUY 1 MSFT @ $397.30
  BreakoutPenguin: BUY 1 NVO @ $47.76
  BreakoutPenguin: SELL 1 GLD @ $463.02
  MeanReversionPenguin: BUY 1 PLTR @ $133.48
  MeanReversionPenguin: BUY 1 GDXJ @ $139.06
  Moving Average Crossover: SELL 1 NVDA @ $186.47
  Moving Average Crossover: BUY 1 NVO @ $47.76
  Moving Average Crossover: SELL 1 GLD @ $463.02
  RandomPenguin: SELL 1 AMD @ $200.99
  RandomPenguin: SELL 1 BE @ $155.30
  RandomPenguin: BUY 1 MSTR @ $128.61
  RandomPenguin: BUY 1 NVO @ $47.76
  RandomPenguin: SELL 1 SLV @ $73.10
  RandomPenguin: BUY 1 GDXJ @ $139.06
  RandomPenguin2: BUY 1 AAPL @ $259.26
  RandomPenguin2: SELL 1 PLTR @ $133.22
  RandomPenguin2: SELL 1 AMD @ $200.99
  RandomPenguin2: SELL 1 BE @ $155.30
  RandomPenguin2: SELL 1 MSTR @ $128.35
  RandomPenguin2: SELL 1 MSFT @ $396.50
  RandomPenguin2: BUY 1 TSLA @ $408.91
  RandomPenguin2: BUY 1 GLD @ $463.94
  RandomPenguin2: BUY 1 SLV @ $73.24
  TrendPenguin: SELL 1 NVDA @ $186.47
  TrendPenguin: BUY 1 MSTR @ $128.61
  TrendPenguin: BUY 1 MSFT @ $397.30
  TrendPenguin: SELL 1 NVO @ $47.66
  TrendPenguin: BUY 1 GLD @ $463.94
  TrendPenguin: BUY 1 SLV @ $73.24
  TrendPenguin: BUY 1 GDXJ @ $139.06
  Volatility Breakout: SELL 1 NVDA @ $186.47
  Volatility Breakout: SELL 1 AMD @ $200.99
  Volatility Breakout: BUY 1 MSFT @ $397.30
  Volatility Breakout: SELL 1 NVO @ $47.66
  Volatility Breakout: BUY 1 GLD @ $463.94

Bar 75:
  BreakoutPenguin: SELL 1 MSFT @ $395.87
  BreakoutPenguin: BUY 1 NOC @ $741.74
  BreakoutPenguin: BUY 1 NVO @ $47.78
  BreakoutPenguin: SELL 1 GLD @ $462.90
  BreakoutPenguin: SELL 1 SLV @ $73.03
  MeanReversionPenguin: BUY 1 AAPL @ $258.97
  MeanReversionPenguin: BUY 1 PLTR @ $133.17
  MeanReversionPenguin: BUY 1 MP @ $57.85
  RandomPenguin: BUY 1 NVDA @ $186.57
  RandomPenguin: BUY 1 AAPL @ $258.97
  RandomPenguin: BUY 1 AMD @ $201.31
  RandomPenguin: SELL 1 MSTR @ $128.22
  RandomPenguin: BUY 1 TSLA @ $409.11
  RandomPenguin: SELL 1 NVO @ $47.68
  RandomPenguin2: SELL 1 NVDA @ $186.19
  RandomPenguin2: BUY 1 AAPL @ $258.97
  RandomPenguin2: SELL 1 MP @ $57.73
  RandomPenguin2: SELL 1 TSLA @ $408.29
  RandomPenguin2: BUY 1 GLD @ $463.82
  RandomPenguin2: SELL 1 SLV @ $73.03
  RSI Mean Reversion: BUY 1 MP @ $57.85
  TrendPenguin: BUY 1 BE @ $155.76
  TrendPenguin: SELL 1 MP @ $57.73
  TrendPenguin: SELL 1 MSTR @ $128.22
  TrendPenguin: SELL 1 MSFT @ $395.87
  TrendPenguin: BUY 1 TSLA @ $409.11
  TrendPenguin: BUY 1 NVO @ $47.78
  TrendPenguin: SELL 1 GLD @ $462.90
  TrendPenguin: SELL 1 SLV @ $73.03
  Volatility Breakout: SELL 1 MSFT @ $395.87
  Volatility Breakout: BUY 1 NOC @ $741.74
  Volatility Breakout: BUY 1 NVO @ $47.78
  Volatility Breakout: SELL 1 GLD @ $462.90

Bar 76:
  BreakoutPenguin: BUY 1 LMT @ $671.41
  BreakoutPenguin: BUY 1 NVO @ $47.83
  BreakoutPenguin: BUY 1 GLD @ $463.87
  BreakoutPenguin: SELL 1 SLV @ $73.01
  MeanReversionPenguin: BUY 1 PLTR @ $133.04
  MeanReversionPenguin: BUY 1 MP @ $57.77
  Moving Average Crossover: BUY 1 LMT @ $671.41
  RandomPenguin: SELL 1 MSTR @ $128.22
  RandomPenguin: BUY 1 NVO @ $47.83
  RandomPenguin: SELL 1 SLV @ $73.01
  RandomPenguin: BUY 1 COPX @ $85.84
  RandomPenguin2: SELL 1 PLTR @ $132.78
  RandomPenguin2: SELL 1 MSTR @ $128.22
  RandomPenguin2: SELL 1 NVO @ $47.73
  RandomPenguin2: SELL 1 GLD @ $462.95
  RSI Mean Reversion: BUY 1 COPX @ $85.84
  TrendPenguin: BUY 1 NVDA @ $186.62
  TrendPenguin: BUY 1 AMD @ $201.50
  TrendPenguin: BUY 1 TSLA @ $409.21
  TrendPenguin: BUY 1 LMT @ $671.41
  TrendPenguin: BUY 1 NVO @ $47.83
  TrendPenguin: BUY 1 GLD @ $463.87
  TrendPenguin: SELL 1 SLV @ $73.01
  TrendPenguin: SELL 1 COPX @ $85.66
  Volatility Breakout: BUY 1 GLD @ $463.87
  Volatility Breakout: SELL 1 COPX @ $85.66

Bar 77:
  BreakoutPenguin: BUY 1 NVO @ $47.86
  BreakoutPenguin: BUY 1 GLD @ $463.96
  BreakoutPenguin: SELL 1 SLV @ $73.06
  CarefulTrendPenguin: BUY 1 NVO @ $47.86
  MeanReversionPenguin: SELL 1 NVO @ $47.76
  MeanReversionPenguin: BUY 1 COPX @ $85.87
  RandomPenguin: SELL 1 AAPL @ $258.66
  RandomPenguin: BUY 1 AMD @ $201.54
  RandomPenguin: SELL 1 MP @ $57.63
  RandomPenguin: SELL 1 MSTR @ $128.09
  RandomPenguin: SELL 1 SLV @ $73.06
  RandomPenguin: BUY 1 COPX @ $85.87
  RandomPenguin2: BUY 1 MP @ $57.75
  RandomPenguin2: BUY 1 MSTR @ $128.35
  RandomPenguin2: SELL 1 NVO @ $47.76
  RandomPenguin2: SELL 1 GLD @ $463.04
  RandomPenguin2: SELL 1 SLV @ $73.06
  RSI Mean Reversion: SELL 1 NVO @ $47.76
  TrendPenguin: BUY 1 NVDA @ $186.72
  TrendPenguin: BUY 1 AAPL @ $259.18
  TrendPenguin: BUY 1 PLTR @ $133.10
  TrendPenguin: BUY 1 AMD @ $201.54
  TrendPenguin: SELL 1 MSTR @ $128.09
  TrendPenguin: BUY 1 NVO @ $47.86
  TrendPenguin: BUY 1 SLV @ $73.20
  Volatility Breakout: SELL 1 GLD @ $463.04

Bar 78:
  BreakoutPenguin: BUY 1 NVO @ $47.83
  BreakoutPenguin: BUY 1 GLD @ $463.97
  CarefulTrendPenguin: BUY 1 GLD @ $463.97
  Moving Average Crossover: BUY 1 GLD @ $463.97
  RandomPenguin: BUY 1 NVDA @ $186.77
  RandomPenguin: BUY 1 BE @ $155.76
  RandomPenguin: SELL 1 TSLA @ $408.39
  RandomPenguin: SELL 1 NVO @ $47.73
  RandomPenguin: BUY 1 GLD @ $463.97
  RandomPenguin: SELL 1 SLV @ $73.08
  RandomPenguin2: SELL 1 NVDA @ $186.39
  RandomPenguin2: BUY 1 AAPL @ $259.15
  RandomPenguin2: SELL 1 PLTR @ $132.87
  RandomPenguin2: BUY 1 AMD @ $201.53
  RandomPenguin2: BUY 1 MSFT @ $396.60
  RSI Mean Reversion: BUY 1 NVDA @ $186.77
  TrendPenguin: SELL 1 AAPL @ $258.63
  TrendPenguin: BUY 1 PLTR @ $133.13
  TrendPenguin: SELL 1 AMD @ $201.13
  TrendPenguin: SELL 1 TSLA @ $408.39
  TrendPenguin: SELL 1 NVO @ $47.73
  TrendPenguin: BUY 1 GLD @ $463.97
  TrendPenguin: BUY 1 SLV @ $73.22
  TrendPenguin: SELL 1 GDXJ @ $138.69
  Volatility Breakout: BUY 1 GLD @ $463.97

Bar 79:
  BreakoutPenguin: BUY 1 NVO @ $47.82
  BreakoutPenguin: SELL 1 SLV @ $73.02
  CarefulTrendPenguin: BUY 1 GLD @ $464.05
  MeanReversionPenguin: SELL 1 LMT @ $670.03
  RandomPenguin: SELL 1 NVDA @ $186.24
  RandomPenguin: SELL 1 AMD @ $201.03
  RandomPenguin: SELL 1 BE @ $155.47
  RandomPenguin: SELL 1 MSTR @ $127.90
  RandomPenguin: BUY 1 MSFT @ $396.63
  RandomPenguin: BUY 1 NVO @ $47.82
  RandomPenguin: SELL 1 SLV @ $73.02
  RandomPenguin2: BUY 1 AAPL @ $259.12
  RandomPenguin2: SELL 1 PLTR @ $132.75
  RandomPenguin2: BUY 1 BE @ $155.79
  RandomPenguin2: SELL 1 MSTR @ $127.90
  RandomPenguin2: SELL 1 MSFT @ $395.83
  RandomPenguin2: BUY 1 TSLA @ $409.16
  RandomPenguin2: SELL 1 NVO @ $47.72
  RandomPenguin2: SELL 1 SLV @ $73.02
  RandomPenguin2: BUY 1 GDXJ @ $138.95
  RSI Mean Reversion: SELL 1 LMT @ $670.03
  TrendPenguin: SELL 1 NVDA @ $186.24
  TrendPenguin: SELL 1 PLTR @ $132.75
  TrendPenguin: SELL 1 AMD @ $201.03
  TrendPenguin: BUY 1 BE @ $155.79
  TrendPenguin: BUY 1 MSFT @ $396.63
  TrendPenguin: SELL 1 TSLA @ $408.34
  TrendPenguin: SELL 1 LMT @ $670.03
  TrendPenguin: SELL 1 NVO @ $47.72
  TrendPenguin: BUY 1 GLD @ $464.05
  TrendPenguin: SELL 1 SLV @ $73.02
  TrendPenguin: SELL 1 GDXJ @ $138.67
  Volatility Breakout: SELL 1 GLD @ $463.13
  Volatility Breakout: SELL 1 GDXJ @ $138.67

Bar 80:
  BreakoutPenguin: SELL 1 GLD @ $462.91
  BreakoutPenguin: SELL 1 SIL @ $103.63
  CarefulTrendPenguin: BUY 1 NVDA @ $186.63
  CarefulTrendPenguin: SELL 1 NVO @ $47.71
  CarefulTrendPenguin: BUY 1 GLD @ $463.83
  MeanReversionPenguin: BUY 1 NVDA @ $186.63
  MeanReversionPenguin: BUY 1 AAPL @ $258.78
  MeanReversionPenguin: BUY 1 PLTR @ $132.88
  RandomPenguin: BUY 1 NVDA @ $186.63
  RandomPenguin: SELL 1 AMD @ $201.03
  RandomPenguin: BUY 1 MSTR @ $127.83
  RandomPenguin: BUY 1 NVO @ $47.81
  RandomPenguin: BUY 1 SLV @ $73.25
  RandomPenguin2: SELL 1 AAPL @ $258.26
  RandomPenguin2: BUY 1 AMD @ $201.43
  RandomPenguin2: BUY 1 BE @ $155.48
  RandomPenguin2: SELL 1 TSLA @ $408.09
  RandomPenguin2: BUY 1 NVO @ $47.81
  RandomPenguin2: BUY 1 SLV @ $73.25
  RandomPenguin2: SELL 1 SIL @ $103.63
  RSI Mean Reversion: BUY 1 MSTR @ $127.83
  RSI Mean Reversion: BUY 1 SIL @ $103.83
  TrendPenguin: BUY 1 NVDA @ $186.63
  TrendPenguin: SELL 1 PLTR @ $132.62
  TrendPenguin: SELL 1 BE @ $155.16
  TrendPenguin: SELL 1 MSFT @ $395.74
  TrendPenguin: SELL 1 NVO @ $47.71
  TrendPenguin: SELL 1 GLD @ $462.91
  TrendPenguin: BUY 1 SLV @ $73.25
  TrendPenguin: SELL 1 SIL @ $103.63
  Volatility Breakout: BUY 1 GLD @ $463.83
  Volatility Breakout: SELL 1 SIL @ $103.63

Bar 81:
  BreakoutPenguin: BUY 1 NVO @ $47.82
  BreakoutPenguin: BUY 1 GLD @ $463.91
  BreakoutPenguin: SELL 1 SLV @ $73.05
  CarefulTrendPenguin: BUY 1 GLD @ $463.91
  MeanReversionPenguin: BUY 1 MP @ $57.66
  RandomPenguin: BUY 1 PLTR @ $132.93
  RandomPenguin: SELL 1 BE @ $155.14
  RandomPenguin: SELL 1 MP @ $57.54
  RandomPenguin: SELL 1 MSFT @ $395.70
  RandomPenguin: SELL 1 TSLA @ $408.07
  RandomPenguin: SELL 1 GLD @ $462.99
  RandomPenguin: BUY 1 GDXJ @ $138.96
  RandomPenguin2: BUY 1 AAPL @ $259.05
  RandomPenguin2: BUY 1 MP @ $57.66
  RandomPenguin2: BUY 1 MSTR @ $128.41
  RandomPenguin2: SELL 1 NVO @ $47.72
  RandomPenguin2: BUY 1 SLV @ $73.20
  RandomPenguin2: SELL 1 GDXJ @ $138.68
  RandomPenguin2: SELL 1 SIL @ $103.70
  TrendPenguin: SELL 1 NVDA @ $186.23
  TrendPenguin: BUY 1 AAPL @ $259.05
  TrendPenguin: BUY 1 PLTR @ $132.93
  TrendPenguin: SELL 1 BE @ $155.14
  TrendPenguin: BUY 1 MSTR @ $128.41
  TrendPenguin: BUY 1 NVO @ $47.82
  TrendPenguin: BUY 1 GLD @ $463.91
  TrendPenguin: SELL 1 SLV @ $73.05
  TrendPenguin: BUY 1 GDXJ @ $138.96
  TrendPenguin: BUY 1 SIL @ $103.90
  Volatility Breakout: SELL 1 GLD @ $462.99

Bar 82:
  BreakoutPenguin: SELL 1 LMT @ $669.79
  BreakoutPenguin: BUY 1 NVO @ $47.83
  BreakoutPenguin: SELL 1 GLD @ $462.85
  CarefulTrendPenguin: SELL 1 NVDA @ $186.22
  RandomPenguin: SELL 1 NVDA @ $186.22
  RandomPenguin: SELL 1 PLTR @ $132.87
  RandomPenguin: BUY 1 AMD @ $201.30
  RandomPenguin: SELL 1 MP @ $57.54
  RandomPenguin: BUY 1 MSTR @ $128.16
  RandomPenguin: BUY 1 TSLA @ $409.06
  RandomPenguin2: SELL 1 NVDA @ $186.22
  RandomPenguin2: BUY 1 AAPL @ $259.21
  RandomPenguin2: BUY 1 MP @ $57.66
  RandomPenguin2: SELL 1 MSTR @ $127.90
  RandomPenguin2: BUY 1 TSLA @ $409.06
  RandomPenguin2: BUY 1 NVO @ $47.83
  RandomPenguin2: BUY 1 GDXJ @ $138.88
  TrendPenguin: SELL 1 NVDA @ $186.22
  TrendPenguin: BUY 1 AAPL @ $259.21
  TrendPenguin: BUY 1 PLTR @ $133.13
  TrendPenguin: BUY 1 AMD @ $201.30
  TrendPenguin: SELL 1 MSTR @ $127.90
  TrendPenguin: BUY 1 MSFT @ $396.76
  TrendPenguin: BUY 1 TSLA @ $409.06
  TrendPenguin: BUY 1 NVO @ $47.83
  TrendPenguin: SELL 1 GLD @ $462.85
  TrendPenguin: SELL 1 SLV @ $73.05
  TrendPenguin: SELL 1 GDXJ @ $138.60
  TrendPenguin: SELL 1 SIL @ $103.64
  Volatility Breakout: BUY 1 GLD @ $463.78

Bar 83:
  BreakoutPenguin: BUY 1 NVO @ $47.83
  BreakoutPenguin: BUY 1 GLD @ $463.85
  Moving Average Crossover: SELL 1 GLD @ $462.93
  RandomPenguin: SELL 1 NVDA @ $186.12
  RandomPenguin: SELL 1 AMD @ $200.80
  RandomPenguin: BUY 1 BE @ $156.11
  RandomPenguin: SELL 1 MP @ $57.64
  RandomPenguin: BUY 1 MSTR @ $128.43
  RandomPenguin: BUY 1 GLD @ $463.85
  RandomPenguin: BUY 1 GDXJ @ $138.73
  RandomPenguin2: SELL 1 AMD @ $200.80
  RandomPenguin2: SELL 1 BE @ $155.79
  RandomPenguin2: SELL 1 MP @ $57.64
  RandomPenguin2: SELL 1 MSTR @ $128.17
  RandomPenguin2: BUY 1 MSFT @ $396.69
  RandomPenguin2: SELL 1 NVO @ $47.74
  TrendPenguin: SELL 1 AAPL @ $258.57
  TrendPenguin: BUY 1 PLTR @ $133.16
  TrendPenguin: SELL 1 AMD @ $200.80
  TrendPenguin: BUY 1 BE @ $156.11
  TrendPenguin: BUY 1 MP @ $57.76
  TrendPenguin: BUY 1 MSTR @ $128.43
  TrendPenguin: SELL 1 MSFT @ $395.89
  TrendPenguin: BUY 1 TSLA @ $409.31
  TrendPenguin: BUY 1 NVO @ $47.83
  TrendPenguin: BUY 1 GLD @ $463.85
  TrendPenguin: BUY 1 SLV @ $73.22
  Volatility Breakout: SELL 1 GLD @ $462.93

Bar 84:
  BreakoutPenguin: BUY 1 NOC @ $741.74
  BreakoutPenguin: BUY 1 NVO @ $47.84
  BreakoutPenguin: SELL 1 GLD @ $463.03
  CarefulTrendPenguin: BUY 1 NVO @ $47.84
  RandomPenguin: SELL 1 AMD @ $200.78
  RandomPenguin: BUY 1 TSLA @ $409.06
  RandomPenguin: SELL 1 NVO @ $47.74
  RandomPenguin: SELL 1 GLD @ $463.03
  RandomPenguin2: BUY 1 PLTR @ $133.06
  RandomPenguin2: SELL 1 MSFT @ $395.91
  RandomPenguin2: BUY 1 TSLA @ $409.06
  RandomPenguin2: BUY 1 NVO @ $47.84
  RandomPenguin2: SELL 1 GLD @ $463.03
  RandomPenguin2: BUY 1 GDXJ @ $138.79
  TrendPenguin: SELL 1 AAPL @ $258.40
  TrendPenguin: SELL 1 PLTR @ $132.80
  TrendPenguin: SELL 1 MSTR @ $128.00
  TrendPenguin: BUY 1 MSFT @ $396.71
  TrendPenguin: SELL 1 TSLA @ $408.24
  TrendPenguin: BUY 1 NVO @ $47.84
  TrendPenguin: BUY 1 GLD @ $463.96
  TrendPenguin: SELL 1 SLV @ $73.03
  TrendPenguin: BUY 1 GDXJ @ $138.79
  Volatility Breakout: SELL 1 NOC @ $740.26
  Volatility Breakout: BUY 1 GLD @ $463.96

Bar 85:
  BreakoutPenguin: BUY 1 MSFT @ $397.28
  BreakoutPenguin: BUY 1 NVO @ $47.85
  BreakoutPenguin: SELL 1 GLD @ $462.79
  CarefulTrendPenguin: BUY 1 PLTR @ $133.28
  CarefulTrendPenguin: BUY 1 NVO @ $47.85
  Moving Average Crossover: BUY 1 BE @ $156.16
  RandomPenguin: BUY 1 NVDA @ $186.88
  RandomPenguin: BUY 1 PLTR @ $133.28
  RandomPenguin: SELL 1 AMD @ $200.89
  RandomPenguin: BUY 1 BE @ $156.16
  RandomPenguin: BUY 1 MP @ $57.81
  RandomPenguin: BUY 1 MSFT @ $397.28
  RandomPenguin: SELL 1 NVO @ $47.75
  RandomPenguin: BUY 1 SLV @ $73.23
  RandomPenguin: SELL 1 GDXJ @ $138.47
  RandomPenguin2: SELL 1 AAPL @ $258.69
  RandomPenguin2: SELL 1 PLTR @ $133.02
  RandomPenguin2: SELL 1 BE @ $155.84
  RandomPenguin2: BUY 1 MP @ $57.81
  RandomPenguin2: SELL 1 NVO @ $47.75
  RandomPenguin2: SELL 1 SLV @ $73.09
  RandomPenguin2: BUY 1 GDXJ @ $138.75
  TrendPenguin: BUY 1 NVDA @ $186.88
  TrendPenguin: BUY 1 PLTR @ $133.28
  TrendPenguin: BUY 1 MP @ $57.81
  TrendPenguin: SELL 1 GLD @ $462.79
  TrendPenguin: BUY 1 SLV @ $73.23
  TrendPenguin: SELL 1 GDXJ @ $138.47
  Volatility Breakout: BUY 1 MSFT @ $397.28
  Volatility Breakout: BUY 1 TSLA @ $409.23
  Volatility Breakout: SELL 1 GLD @ $462.79

Bar 86:
  BreakoutPenguin: BUY 1 AAPL @ $259.69
  BreakoutPenguin: BUY 1 MSTR @ $129.09
  BreakoutPenguin: BUY 1 NVO @ $47.85
  BreakoutPenguin: SELL 1 GLD @ $462.76
  BreakoutPenguin: BUY 1 PPLT @ $193.39
  CarefulTrendPenguin: BUY 1 PLTR @ $133.29
  CarefulTrendPenguin: BUY 1 NVO @ $47.85
  CarefulTrendPenguin: SELL 4 GLD @ $462.76
  Moving Average Crossover: BUY 1 MSTR @ $129.09
  Moving Average Crossover: BUY 1 MSFT @ $396.95
  Moving Average Crossover: BUY 1 TSLA @ $409.21
  Moving Average Crossover: BUY 1 PPLT @ $193.39
  RandomPenguin: BUY 1 NVDA @ $186.68
  RandomPenguin: SELL 1 MP @ $57.69
  RandomPenguin: SELL 1 MSTR @ $128.83
  RandomPenguin: SELL 1 TSLA @ $408.39
  RandomPenguin: BUY 1 GLD @ $463.68
  RandomPenguin2: SELL 1 AAPL @ $259.18
  RandomPenguin2: BUY 1 PLTR @ $133.29
  RandomPenguin2: BUY 1 AMD @ $200.72
  RandomPenguin2: SELL 1 NVO @ $47.75
  RandomPenguin2: SELL 1 SLV @ $73.05
  RandomPenguin2: BUY 1 GDXJ @ $138.72
  TrendPenguin: SELL 1 NVDA @ $186.30
  TrendPenguin: BUY 1 AAPL @ $259.69
  TrendPenguin: BUY 1 PLTR @ $133.29
  TrendPenguin: BUY 1 BE @ $156.18
  TrendPenguin: BUY 1 MSTR @ $129.09
  TrendPenguin: SELL 1 MSFT @ $396.15
  TrendPenguin: SELL 1 TSLA @ $408.39
  TrendPenguin: SELL 1 GLD @ $462.76
